timestamp,value
2025-09-01,790.6261442988063
2025-09-02,795.2752033690736
2025-09-03,797.1292352228384
2025-09-04,796.3211836931733
2025-09-05,797.6547677788308
2025-09-08,799.7108912559719
2025-09-09,799.3315431020751
2025-09-10,801.1366937959571
2025-09-11,803.929036333714
2025-09-12,806.0228532459869
2025-09-15,804.1343228502607
2025-09-16,802.9196313480492
